userId,age,gender,country,positive,negative,mixed
1,4.107464472747751,2.021722956442927,1.7874048008113603,"['57726f4cedc2cb3880ba07ed', '57726f4cedc2cb3880ba07ed', '57727015edc2cb3880bceb08']","['577278d5edc2cb3880d94196', '57727015edc2cb3880bceb08', '57727c2eedc2cb3880e392f5']","['5772700eedc2cb3880bc82ce', '5772700eedc2cb3880bc82ce', '57727c2eedc2cb3880e392f5', '577278d5edc2cb3880d94196', '57727015edc2cb3880bceb08']"
2,2.347122555855857,0.0,1.7874048008113603,[],['57726f59edc2cb3880ba76b3'],"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3']"
3,1.7603419168918932,0.0,1.7874048008113603,"['577278d5edc2cb3880d94196', '5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f4cedc2cb3880ba07ed', '57727071edc2cb3880be3213', '57726fffedc2cb3880bc69d6', '577278cdedc2cb3880d9370c', '57727c88edc2cb3880e4be65', '57727c88edc2cb3880e4be65', '57727015edc2cb3880bceb08', '5772752eedc2cb3880cd9f38', '57727c95edc2cb3880e4d1d4', '5772700eedc2cb3880bc82ce', '5772700eedc2cb3880bc82ce']","['5772700eedc2cb3880bc82ce', '577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '57727c95edc2cb3880e4d1d4', '57726f78edc2cb3880baa755', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '577278d5edc2cb3880d94196', '57727cbaedc2cb3880e561f7', '57726f78edc2cb3880baa755', '57727cbaedc2cb3880e561f7', '5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '57726fffedc2cb3880bc69d6', '577278cdedc2cb3880d9370c']",[]
4,1.7603419168918932,0.0,1.7874048008113603,"['577278d5edc2cb3880d94196', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57726f4cedc2cb3880ba07ed', '57727071edc2cb3880be3213', '577278d5edc2cb3880d94196', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4']","['57726e45edc2cb3880b69781', '577278d5edc2cb3880d94196', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '577278d5edc2cb3880d94196']",[]
5,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726e34edc2cb3880b62340', '57726e34edc2cb3880b62340', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57726f48edc2cb3880ba012f', '57726f48edc2cb3880ba012f', '57726f56edc2cb3880ba7233', '57726f56edc2cb3880ba7233', '57726f56edc2cb3880ba7233', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57726e34edc2cb3880b62340']","['57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08']","['57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08']"
6,2.933903194819822,0.0,1.7874048008113603,"['5772700eedc2cb3880bc82ce', '577278d5edc2cb3880d94196', '5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726e37edc2cb3880b628ee', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57726f4cedc2cb3880ba07ed', '57726f77edc2cb3880baa4c5', '57726f48edc2cb3880ba012f', '57727cbaedc2cb3880e561f7', '57727c88edc2cb3880e4be65', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727cbaedc2cb3880e561f7', '57726f4cedc2cb3880ba07ed']","['57726f76edc2cb3880baa425', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7']","['57726f4cedc2cb3880ba07ed', '57727c95edc2cb3880e4d1d4', '57726f77edc2cb3880baa4c5', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '577278d5edc2cb3880d94196', '57726f76edc2cb3880baa425']"
7,4.694245111711715,0.0,1.7874048008113603,"['57726e34edc2cb3880b62340', '57727c95edc2cb3880e4d1d4', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c2eedc2cb3880e39405', '57727015edc2cb3880bceb08', '57726e34edc2cb3880b62340', '5772700eedc2cb3880bc82ce']","['57727d5cedc2cb3880e751a0', '5772752eedc2cb3880cd9f38', '57727cbaedc2cb3880e561f7', '57726f4fedc2cb3880ba0b6d']","['5772700eedc2cb3880bc82ce', '57726f76edc2cb3880baa425', '57726f76edc2cb3880baa425']"
8,2.933903194819822,0.0,3.5748096016227207,"['577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f4cedc2cb3880ba07ed', '57726f4cedc2cb3880ba07ed', '57726f4cedc2cb3880ba07ed', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57726f48edc2cb3880ba012f', '57726f48edc2cb3880ba012f', '57726f48edc2cb3880ba012f', '57727071edc2cb3880be3213', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '5772700eedc2cb3880bc836e', '5772700eedc2cb3880bc836e', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57726f59edc2cb3880ba76b3', '57727d14edc2cb3880e6926e', '57727015edc2cb3880bceb08']","['577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '57726e37edc2cb3880b628ee', '57726f4cedc2cb3880ba07ed', '57726f4cedc2cb3880ba07ed', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '5772700eedc2cb3880bc836e', '5772700eedc2cb3880bc836e', '5772700eedc2cb3880bc836e', '5772700eedc2cb3880bc836e', '577278d5edc2cb3880d94196', '5772700eedc2cb3880bc836e', '57727c2eedc2cb3880e392f5', '57727c95edc2cb3880e4d1d4', '57727071edc2cb3880be3213', '57726f59edc2cb3880ba76b3']","['577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726e37edc2cb3880b628ee', '57726e37edc2cb3880b628ee', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f4cedc2cb3880ba07ed', '57726f4cedc2cb3880ba07ed', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57726f48edc2cb3880ba012f', '57726f48edc2cb3880ba012f', '57727071edc2cb3880be3213', '57727071edc2cb3880be3213', '57727071edc2cb3880be3213', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '5772700eedc2cb3880bc836e', '5772700eedc2cb3880bc836e', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57726e37edc2cb3880b628ee', '57726e37edc2cb3880b628ee', '57727cbaedc2cb3880e561f7']"
9,3.5206838337837865,2.021722956442927,1.7874048008113603,"['57727c95edc2cb3880e4d1d4', '57726f59edc2cb3880ba76b3', '57727c88edc2cb3880e4be65', '57727c95edc2cb3880e4d1d4', '57727015edc2cb3880bceb08', '57726f59edc2cb3880ba76b3']","['57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08']",[]
10,2.933903194819822,2.021722956442927,0.0,"['57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5']","['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57726f59edc2cb3880ba76b3']","['577278cdedc2cb3880d9370c', '577278cdedc2cb3880d9370c', '57727cbaedc2cb3880e561f7', '577278cdedc2cb3880d9370c']"
